UniqueNo,SampleCode,Genus,Species,Sex,ColMonth,ColDay,ColYear,TRANSECT,TRAP,SITE
421089,0241536A,Amauris,niavius,m,Sep,14,2005,4,1,2
459403,0712541A,Amauris,niavius,m,Jan,26,2006,1,2,7
458938,02215310B,Amauris,tartarea,m,Nov,24,2005,2,1,2
468475,0142544B,Andronymus,hero,m,Mar,8,2006,4,2,1
468666,0533546A,Anthene,locuples,m,May,18,2006,3,3,5
468701,0611532B,Anthene,rubricinctus,m,Aug,31,2005,1,1,6
459410,0112543B,Ariadne,enotrea,m,Feb,15,2006,1,2,1
458753,0132544A,Ariadne,enotrea,m,Mar,7,2006,3,2,1
459384,0211544B,Ariadne,enotrea,m,Mar,9,2006,1,1,2
440950,0713544A,Ariadne,enotrea,m,Mar,30,2006,1,3,7
417803,0111535B,Aterica,galene,m,Oct,5,2005,1,1,1
416836,0111537A,Aterica,galene,m,Nov,15,2005,1,1,1
417947,0112531A,Aterica,galene,m,Jul,28,2005,1,2,1
416839,0112538B,Aterica,galene,m,Dec,7,2005,1,2,1
438705,0112546A,Aterica,galene,m,Apr,18,2006,1,2,1
417538,0113534B,Aterica,galene,m,Sep,21,2005,1,3,1
438010,0114545A,Aterica,galene,m,Mar,28,2006,1,4,1
417941,0121536A,Aterica,galene,m,Oct,25,2005,2,1,1
407579,0124531B,Aterica,galene,m,Jul,29,2005,2,4,1
435433,0124547B,Aterica,galene,m,May,10,2006,2,4,1
435397,0131545B,Aterica,galene,m,Mar,29,2006,3,1,1
418230,0133537A,Aterica,galene,m,Nov,15,2005,3,3,1
438396,0133547B,Aterica,galene,m,May,10,2006,3,3,1
418139,0141535A,Aterica,galene,m,Oct,4,2005,4,1,1
417965,0141535B,Aterica,galene,f,Oct,5,2005,4,1,1
418174,0141537A,Aterica,galene,m,Nov,15,2005,4,1,1
435563,0141546B,Aterica,galene,m,Apr,19,2006,4,1,1
416907,0142536A,Aterica,galene,m,Oct,25,2005,4,2,1
412706,0142538B,Aterica,galene,m,Dec,7,2005,4,2,1
417580,0142538B,Aterica,galene,m,Dec,7,2005,4,2,1
438403,0142546B,Aterica,galene,m,Apr,19,2006,4,2,1
417696,0143535A,Aterica,galene,f,Oct,4,2005,4,3,1
435737,0143545A,Aterica,galene,m,Mar,28,2006,4,3,1
417762,0144521A,Aterica,galene,f,Feb,16,2005,4,4,1
401965,0144538B,Aterica,galene,m,Dec,7,2005,4,4,1
417944,0144538B,Aterica,galene,f,Dec,7,2005,4,4,1
418151,0211531B,Aterica,galene,m,Jun,16,2005,1,1,2
417825,0211533B,Aterica,galene,m,Aug,10,2005,1,1,2
408607,0211535A,Aterica,galene,m,Aug,31,2005,1,1,2
409805,0211535B,Aterica,galene,m,Sep,1,2005,1,1,2
417578,0211538A,Aterica,galene,m,Oct,12,2005,1,1,2
434895,0211551A,Aterica,galene,m,May,31,2006,1,1,2
417326,02125310A,Aterica,galene,m,Nov,23,2005,1,2,2
417802,0212532A,Aterica,galene,m,Jul,23,2005,1,2,2
438062,0212546B,Aterica,galene,m,Apr,20,2006,1,2,2
438217,0212546B,Aterica,galene,m,Apr,20,2006,1,2,2
416713,02135310B,Aterica,galene,f,Nov,24,2005,1,3,2
417693,0213531A,Aterica,galene,f,Jun,15,2005,1,3,2
418086,0213531B,Aterica,galene,m,Jun,16,2005,1,3,2
416620,0213534A,Aterica,galene,m,Aug,16,2005,1,3,2
400270,0213535B,Aterica,galene,m,Sep,1,2005,1,3,2
439219,0213543B,Aterica,galene,m,Feb,16,2006,1,3,2
434475,0213551B,Aterica,galene,m,Jun,1,2006,1,3,2
416947,0214535B,Aterica,galene,m,Sep,1,2005,1,4,2
435061,0214541A,Aterica,galene,m,Jan,4,2006,1,4,2
434604,0214544B,Aterica,galene,m,Mar,9,2006,1,4,2
418155,02215310B,Aterica,galene,m,Nov,24,2005,2,1,2
416621,02215311A,Aterica,galene,m,Dec,14,2005,2,1,2
417736,02215311B,Aterica,galene,f,Dec,15,2005,2,1,2
417623,0221538A,Aterica,galene,m,Oct,12,2005,2,1,2
435147,0221542B,Aterica,galene,m,Jan,26,2006,2,1,2
435441,0221546A,Aterica,galene,m,Apr,19,2006,2,1,2
405641,0222534B,Aterica,galene,m,Aug,17,2005,2,2,2
417987,0222538A,Aterica,galene,m,Oct,12,2005,2,2,2
437158,0222544B,Aterica,galene,m,Mar,9,2006,2,2,2
439067,0222551A,Aterica,galene,m,May,31,2006,2,2,2
417845,0223538A,Aterica,galene,m,Oct,12,2005,2,3,2
435346,0223544B,Aterica,galene,m,Mar,9,2006,2,3,2
418270,02245310B,Aterica,galene,m,Nov,24,2005,2,4,2
439063,0224551B,Aterica,galene,m,Jun,1,2006,2,4,2
411268,0231531B,Aterica,galene,m,Jun,16,2005,3,1,2
437665,0231546A,Aterica,galene,m,Apr,19,2006,3,1,2
434834,0231547B,Aterica,galene,m,May,11,2006,3,1,2
434587,0231551A,Aterica,galene,m,May,31,2006,3,1,2
435260,0231551A,Aterica,galene,m,May,31,2006,3,1,2
438072,0231551A,Aterica,galene,m,May,31,2006,3,1,2
416802,02325311A,Aterica,galene,f,Dec,14,2005,3,2,2
435756,0232543A,Aterica,galene,m,Feb,15,2006,3,2,2
434201,0232546B,Aterica,galene,m,Apr,20,2006,3,2,2
392680,02335310A,Aterica,galene,m,Nov,23,2005,3,3,2
417124,02335311B,Aterica,galene,m,Dec,15,2005,3,3,2
417220,0233538B,Aterica,galene,m,Oct,13,2005,3,3,2
417284,0233539B,Aterica,galene,f,Nov,3,2005,3,3,2
435312,0233541A,Aterica,galene,m,Jan,4,2006,3,3,2
435185,0233547A,Aterica,galene,m,May,10,2006,3,3,2
434486,0233551A,Aterica,galene,m,May,31,2006,3,3,2
416644,0234536B,Aterica,galene,f,Sep,15,2005,3,4,2
438979,0234544B,Aterica,galene,m,Mar,9,2006,3,4,2
435987,0234546B,Aterica,galene,m,Apr,20,2006,3,4,2
438677,0234547A,Aterica,galene,m,May,10,2006,3,4,2
417265,0241531A,Aterica,galene,m,Jun,15,2005,4,1,2
417761,0241531A,Aterica,galene,m,Jun,15,2005,4,1,2
417310,0241537A,Aterica,galene,m,Sep,28,2005,4,1,2
417902,0241539A,Aterica,galene,m,Nov,2,2005,4,1,2
434634,0241546A,Aterica,galene,m,Apr,19,2006,4,1,2
436331,0241546A,Aterica,galene,m,Apr,19,2006,4,1,2
401024,0242531B,Aterica,galene,m,Jun,16,2005,4,2,2
417325,0242531B,Aterica,galene,f,Jun,16,2005,4,2,2
417169,0242539A,Aterica,galene,m,Nov,2,2005,4,2,2
436274,0242545A,Aterica,galene,m,Mar,29,2006,4,2,2
437617,0242546A,Aterica,galene,m,Apr,19,2006,4,2,2
416643,02435311A,Aterica,galene,m,Dec,14,2005,4,3,2
417819,0243531B,Aterica,galene,m,Jun,16,2005,4,3,2
412988,0243533A,Aterica,galene,m,Aug,9,2005,4,3,2
406552,0243534B,Aterica,galene,m,Aug,17,2005,4,3,2
417967,0243537A,Aterica,galene,m,Sep,28,2005,4,3,2
418154,0243539A,Aterica,galene,m,Nov,2,2005,4,3,2
436831,0243543A,Aterica,galene,m,Feb,15,2006,4,3,2
435255,0243545A,Aterica,galene,m,Mar,29,2006,4,3,2
434469,0243546B,Aterica,galene,m,Apr,20,2006,4,3,2
435292,0243546B,Aterica,galene,m,Apr,20,2006,4,3,2
435419,0243546B,Aterica,galene,m,Apr,20,2006,4,3,2
436359,0243547A,Aterica,galene,m,May,10,2006,4,3,2
417125,02445310A,Aterica,galene,m,Nov,23,2005,4,4,2
417928,02445310A,Aterica,galene,m,Nov,23,2005,4,4,2
399809,02445310B,Aterica,galene,m,Nov,24,2005,4,4,2
417926,02445311B,Aterica,galene,f,Dec,15,2005,4,4,2
418025,0244531B,Aterica,galene,m,Jun,16,2005,4,4,2
411873,0244533B,Aterica,galene,m,Aug,10,2005,4,4,2
405742,0244534A,Aterica,galene,m,Aug,16,2005,4,4,2
418233,0244534A,Aterica,galene,m,Aug,16,2005,4,4,2
416659,0244534B,Aterica,galene,m,Aug,17,2005,4,4,2
418173,0244538A,Aterica,galene,m,Oct,12,2005,4,4,2
417989,0244538B,Aterica,galene,m,Oct,13,2005,4,4,2
416661,0244539A,Aterica,galene,f,Nov,2,2005,4,4,2
418134,0244539A,Aterica,galene,f,Nov,2,2005,4,4,2
436739,0244543A,Aterica,galene,m,Feb,15,2006,4,4,2
438675,0244546A,Aterica,galene,m,Apr,19,2006,4,4,2
438728,0244546A,Aterica,galene,m,Apr,19,2006,4,4,2
438945,0244546B,Aterica,galene,m,Apr,20,2006,4,4,2
436542,0244551A,Aterica,galene,m,May,31,2006,4,4,2
435162,0244551B,Aterica,galene,m,Jun,1,2006,4,4,2
418153,0311533B,Aterica,galene,m,Sep,30,2005,1,1,3
418030,0311536B,Aterica,galene,f,Nov,23,2005,1,1,3
416697,0312531A,Aterica,galene,m,Sep,1,2005,1,2,3
436512,0312543B,Aterica,galene,m,Mar,1,2006,1,2,3
417323,0313531A,Aterica,galene,m,Sep,1,2005,1,3,3
417830,0313536A,Aterica,galene,m,Nov,22,2005,1,3,3
417352,0314535A,Aterica,galene,m,Nov,1,2005,1,4,3
404501,0314537A,Aterica,galene,m,Dec,13,2005,1,4,3
413346,0321536A,Aterica,galene,f,Nov,22,2005,2,1,3
410766,0322536A,Aterica,galene,m,Nov,22,2005,2,2,3
417733,0322536A,Aterica,galene,f,Nov,22,2005,2,2,3
417832,0322536A,Aterica,galene,m,Nov,22,2005,2,2,3
400553,0323536B,Aterica,galene,m,Nov,23,2005,2,3,3
416825,0323537B,Aterica,galene,m,Dec,14,2005,2,3,3
418026,0412538A,Aterica,galene,m,Oct,5,2005,1,2,4
439108,0412546A,Aterica,galene,m,Apr,26,2006,1,2,4
417730,0413532A,Aterica,galene,m,Jul,14,2005,1,3,4
417781,0413532B,Aterica,galene,m,Jul,15,2005,1,3,4
416932,0413533B,Aterica,galene,f,Aug,12,2005,1,3,4
435788,0413541A,Aterica,galene,m,Jan,11,2006,1,3,4
435539,0413544A,Aterica,galene,m,Mar,15,2006,1,3,4
437213,0413546B,Aterica,galene,m,Apr,27,2006,1,3,4
437912,0413547B,Aterica,galene,m,May,18,2006,1,3,4
418124,0414539B,Aterica,galene,m,Dec,1,2005,1,4,4
395658,04215310A,Aterica,galene,m,Dec,21,2005,2,1,4
418122,04215310A,Aterica,galene,m,Dec,21,2005,2,1,4
418128,04215310B,Aterica,galene,m,Dec,22,2005,2,1,4
406965,0421532B,Aterica,galene,m,Jul,15,2005,2,1,4
417104,0422536B,Aterica,galene,m,Sep,8,2005,2,2,4
436313,0422541A,Aterica,galene,m,Jan,11,2006,2,2,4
438948,0424545B,Aterica,galene,m,Apr,6,2006,2,4,4
412337,0511532A,Aterica,galene,m,Aug,30,2005,1,1,5
416685,0511532A,Aterica,galene,f,Aug,30,2005,1,1,5
417271,0511532A,Aterica,galene,f,Aug,30,2005,1,1,5
417732,0511532B,Aterica,galene,m,Aug,31,2005,1,1,5
412794,0511534B,Aterica,galene,f,Sep,28,2005,1,1,5
436357,0511546B,Aterica,galene,m,May,19,2006,1,1,5
416451,0512535A,Aterica,galene,m,Oct,20,2005,1,2,5
416630,0512535A,Aterica,galene,m,Oct,20,2005,1,2,5
435404,0512545A,Aterica,galene,m,Apr,27,2006,1,2,5
417622,0513536B,Aterica,galene,f,Nov,11,2005,1,3,5
435525,0513543A,Aterica,galene,m,Mar,16,2006,1,3,5
438658,0513543B,Aterica,galene,m,Mar,17,2006,1,3,5
435482,0513544A,Aterica,galene,m,Apr,6,2006,1,3,5
417584,0514532B,Aterica,galene,m,Aug,31,2005,1,4,5
416698,0514535A,Aterica,galene,m,Oct,20,2005,1,4,5
417076,0514536A,Aterica,galene,m,Nov,10,2005,1,4,5
417142,0521531A,Aterica,galene,f,Jul,5,2005,2,1,5
413111,0521538A,Aterica,galene,m,Dec,22,2005,2,1,5
436720,0521541A,Aterica,galene,m,Feb,2,2006,2,1,5
437400,0521542B,Aterica,galene,m,Feb,24,2006,2,1,5
438832,0521545A,Aterica,galene,m,Apr,27,2006,2,1,5
436898,0521545B,Aterica,galene,m,Apr,28,2006,2,1,5
417231,0522537B,Aterica,galene,m,Dec,2,2005,2,2,5
417777,0522538B,Aterica,galene,m,Dec,23,2005,2,2,5
439045,0522546B,Aterica,galene,m,May,19,2006,2,2,5
417050,0523531B,Aterica,galene,m,Jul,6,2005,2,3,5
416869,0523538B,Aterica,galene,m,Dec,23,2005,2,3,5
435235,0524545B,Aterica,galene,m,Apr,28,2006,2,4,5
436109,0524545B,Aterica,galene,m,Apr,28,2006,2,4,5
438545,0531541B,Aterica,galene,m,Feb,3,2006,3,1,5
435741,0531544A,Aterica,galene,m,Apr,6,2006,3,1,5
416714,0532534A,Aterica,galene,f,Sep,27,2005,3,2,5
436786,0532545A,Aterica,galene,m,Apr,27,2006,3,2,5
436154,0532545B,Aterica,galene,m,Apr,28,2006,3,2,5
438087,0533544B,Aterica,galene,m,Apr,7,2006,3,3,5
418083,0612532B,Aterica,galene,f,Aug,31,2005,1,2,6
418177,0612538B,Aterica,galene,f,Dec,22,2005,1,2,6
437948,0612544B,Aterica,galene,m,Apr,5,2006,1,2,6
410987,0613535B,Aterica,galene,m,Oct,19,2005,1,3,6
417985,0621531A,Aterica,galene,m,Jul,5,2005,2,1,6
416619,0621532A,Aterica,galene,f,Aug,30,2005,2,1,6
434675,0622544B,Aterica,galene,m,Apr,5,2006,2,2,6
435406,0622545B,Aterica,galene,m,Apr,26,2006,2,2,6
416903,0632532A,Aterica,galene,m,Aug,30,2005,3,2,6
436127,0711546B,Aterica,galene,m,May,12,2006,1,1,7
416374,0713537A,Aterica,galene,f,Nov,17,2005,1,3,7
417788,0714535B,Aterica,galene,f,Oct,7,2005,1,4,7
416753,0721538B,Aterica,galene,f,Dec,9,2005,2,1,7
436756,0721545B,Aterica,galene,m,Apr,21,2006,2,1,7
435556,0721546B,Aterica,galene,m,May,12,2006,2,1,7
417984,0722538B,Aterica,galene,m,Dec,9,2005,2,2,7
417536,0723531B,Aterica,galene,m,Jul,15,2005,2,3,7
412997,0723533B,Aterica,galene,m,Sep,9,2005,2,3,7
417625,0723535B,Aterica,galene,m,Oct,7,2005,2,3,7
435392,0723545A,Aterica,galene,m,Apr,20,2006,2,3,7
438862,0723545A,Aterica,galene,m,Apr,20,2006,2,3,7
417537,0724538B,Aterica,galene,f,Dec,9,2005,2,4,7
438101,0724543B,Aterica,galene,m,Mar,10,2006,2,4,7
439253,0724545A,Aterica,galene,m,Apr,20,2006,2,4,7
435379,0731545A,Aterica,galene,m,Apr,20,2006,3,1,7
435385,0732542B,Aterica,galene,m,Feb,17,2006,3,2,7
459096,0111543B,Bebearia,absolon,f,Feb,15,2006,1,1,1
421988,0112536B,Bebearia,absolon,m,Oct,26,2005,1,2,1
423071,0112537A,Bebearia,absolon,f,Nov,15,2005,1,2,1
459428,0112547B,Bebearia,absolon,f,May,10,2006,1,2,1
423022,0113521A,Bebearia,absolon,m,Feb,16,2005,1,3,1
423189,0114535A,Bebearia,absolon,f,Oct,4,2005,1,4,1
423411,0114537B,Bebearia,absolon,m,Nov,16,2005,1,4,1
423104,0121521A,Bebearia,absolon,f,Feb,16,2005,2,1,1
458643,0121546A,Bebearia,absolon,f,Apr,18,2006,2,1,1
461549,0121547B,Bebearia,absolon,m,May,10,2006,2,1,1
459260,0122547A,Bebearia,absolon,f,May,9,2006,2,2,1
460999,0123546A,Bebearia,absolon,m,Apr,18,2006,2,3,1
460774,0123547A,Bebearia,absolon,m,May,9,2006,2,3,1
423389,0124521A,Bebearia,absolon,m,Feb,16,2005,2,4,1
461499,0124545B,Bebearia,absolon,m,Mar,29,2006,2,4,1
461568,0124546B,Bebearia,absolon,m,Apr,19,2006,2,4,1
461540,0131547A,Bebearia,absolon,m,May,9,2006,3,1,1
461160,0132547A,Bebearia,absolon,m,May,9,2006,3,2,1
459454,0133546B,Bebearia,absolon,f,Apr,19,2006,3,3,1
461503,0133547B,Bebearia,absolon,m,May,10,2006,3,3,1
423065,0134535A,Bebearia,absolon,f,Oct,4,2005,3,4,1
461159,0134546A,Bebearia,absolon,m,Apr,18,2006,3,4,1
460960,0141544B,Bebearia,absolon,m,Mar,8,2006,4,1,1
461500,0141546A,Bebearia,absolon,m,Apr,18,2006,4,1,1
459074,0141547B,Bebearia,absolon,f,May,10,2006,4,1,1
461335,0141547B,Bebearia,absolon,m,May,10,2006,4,1,1
421331,0142521A,Bebearia,absolon,m,Feb,16,2005,4,2,1
422255,0142536B,Bebearia,absolon,m,Oct,26,2005,4,2,1
461154,0142545B,Bebearia,absolon,m,Mar,29,2006,4,2,1
459219,0142546B,Bebearia,absolon,f,Apr,19,2006,4,2,1
459249,0142547B,Bebearia,absolon,f,May,10,2006,4,2,1
423397,0143521A,Bebearia,absolon,m,Feb,16,2005,4,3,1
423125,0143536A,Bebearia,absolon,m,Oct,25,2005,4,3,1
461538,0143545B,Bebearia,absolon,m,Mar,29,2006,4,3,1
461440,0143546A,Bebearia,absolon,m,Apr,18,2006,4,3,1
461489,0143546B,Bebearia,absolon,m,Apr,19,2006,4,3,1
468553,0144535A,Bebearia,absolon,f,Oct,4,2005,4,4,1
421934,0144536A,Bebearia,absolon,m,Oct,25,2005,4,4,1
423415,0144537A,Bebearia,absolon,m,Nov,15,2005,4,4,1
423149,0144538A,Bebearia,absolon,f,Dec,6,2005,4,4,1
459179,0144547B,Bebearia,absolon,f,May,10,2006,4,4,1
461313,0211546B,Bebearia,absolon,m,Apr,20,2006,1,1,2
459446,0211547B,Bebearia,absolon,f,May,11,2006,1,1,2
423414,0212538A,Bebearia,absolon,m,Oct,12,2005,1,2,2
460757,0213551B,Bebearia,absolon,m,Jun,1,2006,1,3,2
461041,0222547A,Bebearia,absolon,m,May,10,2006,2,2,2
460882,0223546A,Bebearia,absolon,m,Apr,19,2006,2,3,2
458615,0224551B,Bebearia,absolon,f,Jun,1,2006,2,4,2
459180,0231546A,Bebearia,absolon,f,Apr,19,2006,3,1,2
459349,0232546A,Bebearia,absolon,f,Apr,19,2006,3,2,2
461390,0234546A,Bebearia,absolon,m,Apr,19,2006,3,4,2
423219,0242531B,Bebearia,absolon,m,Jun,16,2005,4,2,2
423294,0242538A,Bebearia,absolon,m,Oct,12,2005,4,2,2
461468,0242546B,Bebearia,absolon,m,Apr,20,2006,4,2,2
460849,0243541B,Bebearia,absolon,m,Jan,5,2006,4,3,2
461032,0243551B,Bebearia,absolon,m,Jun,1,2006,4,3,2
423148,0314536A,Bebearia,absolon,m,Nov,22,2005,1,4,3
423224,0321533A,Bebearia,absolon,m,Sep,29,2005,2,1,3
461258,0412546A,Bebearia,absolon,m,Apr,26,2006,1,2,4
459302,0423547A,Bebearia,absolon,f,May,17,2006,2,3,4
459419,0423547B,Bebearia,absolon,f,May,18,2006,2,3,4
458828,0513544A,Bebearia,absolon,f,Apr,6,2006,1,3,5
460933,0513544B,Bebearia,absolon,m,Apr,7,2006,1,3,5
461402,0521546B,Bebearia,absolon,m,May,19,2006,2,1,5
459140,0522546A,Bebearia,absolon,f,May,18,2006,2,2,5
461129,0531546A,Bebearia,absolon,m,May,18,2006,3,1,5
461242,0532545B,Bebearia,absolon,m,Apr,28,2006,3,2,5
458845,0533546A,Bebearia,absolon,m,May,18,2006,3,3,5
461222,0714545B,Bebearia,absolon,m,Apr,21,2006,1,4,7
459092,0724546B,Bebearia,absolon,f,May,12,2006,2,4,7
459183,0724546B,Bebearia,absolon,f,May,12,2006,2,4,7
422401,0513538A,Bebearia,barce,m,Dec,22,2005,1,3,5
422549,0522534A,Bebearia,barce,f,Sep,27,2005,2,2,5
459441,0532543B,Bebearia,barce,m,Mar,17,2006,3,2,5
458997,0532545B,Bebearia,barce,m,Apr,28,2006,3,2,5
422554,02135310A,Bebearia,cocalia,f,Nov,23,2005,1,3,2
458634,0222543A,Bebearia,cocalia,m,Feb,15,2006,2,2,2
459455,0223546B,Bebearia,cocalia,f,Apr,20,2006,2,3,2
458874,0232551B,Bebearia,cocalia,f,Jun,1,2006,3,2,2
459172,0243543B,Bebearia,cocalia,f,Feb,16,2006,4,3,2
422263,0311537A,Bebearia,cocalia,f,Dec,13,2005,1,1,3
459173,0321545A,Bebearia,cocalia,m,Apr,11,2006,2,1,3
459125,0322546A,Bebearia,cocalia,f,May,2,2006,2,2,3
422247,0323534A,Bebearia,cocalia,f,Oct,11,2005,2,3,3
422253,0711536A,Bebearia,cocalia,f,Oct,27,2005,1,1,7
459290,0712546A,Bebearia,cocalia,f,May,11,2006,1,2,7
422197,0723534A,Bebearia,cocalia,f,Sep,22,2005,2,3,7
421445,0724537B,Bebearia,cocalia,f,Nov,18,2005,2,4,7
421535,0733536B,Bebearia,cocalia,f,Oct,28,2005,3,3,7
423351,0121521A,Bebearia,mandinga,f,Feb,16,2005,2,1,1
459056,0141547B,Bebearia,mandinga,f,May,10,2006,4,1,1
459257,0143546B,Bebearia,mandinga,m,Apr,19,2006,4,3,1
423007,0145521A,Bebearia,mandinga,f,Feb,16,2005,4,5,1
423396,0211531A,Bebearia,mandinga,f,Jun,15,2005,1,1,2
422996,0242533B,Bebearia,mandinga,m,Aug,10,2005,4,2,2
423320,02435311A,Bebearia,mandinga,m,Dec,14,2005,4,3,2
423325,0243533A,Bebearia,mandinga,m,Aug,9,2005,4,3,2
459326,0244546A,Bebearia,mandinga,m,Apr,19,2006,4,4,2
459343,0321543B,Bebearia,mandinga,m,Mar,1,2006,2,1,3
459240,0413551A,Bebearia,mandinga,f,Jun,3,2006,1,3,4
458608,0421546A,Bebearia,mandinga,m,Apr,26,2006,2,1,4
459396,0531546A,Bebearia,mandinga,f,May,18,2006,3,1,5
423394,0533535B,Bebearia,mandinga,m,Oct,21,2005,3,3,5
459077,0714545A,Bebearia,mandinga,m,Apr,20,2006,1,4,7
422325,0141521A,Bebearia,mardania,f,Feb,16,2005,4,1,1
440662,0141546A,Bebearia,mardania,m,Apr,18,2006,4,1,1
458703,0221544B,Bebearia,mardania,m,Mar,9,2006,2,1,2
458737,0222544B,Bebearia,mardania,f,Mar,9,2006,2,2,2
422519,02315310B,Bebearia,mardania,f,Nov,24,2005,3,1,2
422553,0231533A,Bebearia,mardania,m,Aug,9,2005,3,1,2
422320,0231536B,Bebearia,mardania,m,Sep,15,2005,3,1,2
422327,0231536B,Bebearia,mardania,m,Sep,15,2005,3,1,2
461475,0231543A,Bebearia,mardania,m,Feb,15,2006,3,1,2
458768,0231544A,Bebearia,mardania,f,Mar,8,2006,3,1,2
440995,0231546A,Bebearia,mardania,f,Apr,19,2006,3,1,2
440194,0231546B,Bebearia,mardania,m,Apr,20,2006,3,1,2
440196,0231546B,Bebearia,mardania,m,Apr,20,2006,3,1,2
422520,02325310B,Bebearia,mardania,m,Nov,24,2005,3,2,2
461498,0232544B,Bebearia,mardania,m,Mar,9,2006,3,2,2
422203,0234532A,Bebearia,mardania,f,Jul,23,2005,3,4,2
440257,0234544A,Bebearia,mardania,m,Mar,8,2006,3,4,2
459372,0234544B,Bebearia,mardania,m,Mar,9,2006,3,4,2
422179,0241535B,Bebearia,mardania,m,Sep,1,2005,4,1,2
422238,0241538A,Bebearia,mardania,f,Oct,12,2005,4,1,2
422296,0241538B,Bebearia,mardania,m,Oct,13,2005,4,1,2
422396,0242535A,Bebearia,mardania,f,Aug,31,2005,4,2,2
422444,0242537A,Bebearia,mardania,m,Sep,28,2005,4,2,2
422461,0244533B,Bebearia,mardania,f,Aug,10,2005,4,4,2
440729,0411544A,Bebearia,mardania,m,Mar,15,2006,1,1,4
459436,0412547A,Bebearia,mardania,f,May,17,2006,1,2,4
458724,0424544B,Bebearia,mardania,m,Mar,16,2006,2,4,4
422218,0511538B,Bebearia,mardania,m,Dec,23,2005,1,1,5
422285,0511538B,Bebearia,mardania,m,Dec,23,2005,1,1,5
422466,0511538B,Bebearia,mardania,f,Dec,23,2005,1,1,5
422338,0513533A,Bebearia,mardania,m,Sep,13,2005,1,3,5
422184,0513536A,Bebearia,mardania,f,Nov,10,2005,1,3,5
422262,0513537B,Bebearia,mardania,f,Dec,2,2005,1,3,5
422565,0514532B,Bebearia,mardania,f,Aug,31,2005,1,4,5
458811,0521546A,Bebearia,mardania,f,May,18,2006,2,1,5
458770,0524544B,Bebearia,mardania,f,Apr,7,2006,2,4,5
422142,0533533B,Bebearia,mardania,f,Sep,14,2005,3,3,5
422147,0711534B,Bebearia,mardania,f,Sep,23,2005,1,1,7
422164,0711537A,Bebearia,mardania,m,Nov,17,2005,1,1,7
458996,0711544B,Bebearia,mardania,m,Mar,31,2006,1,1,7
422464,0714536B,Bebearia,mardania,f,Oct,28,2005,1,4,7
458645,0714542B,Bebearia,mardania,f,Feb,17,2006,1,4,7
422546,0721533A,Bebearia,mardania,f,Sep,8,2005,2,1,7
422186,0724538B,Bebearia,mardania,m,Dec,9,2005,2,4,7
422168,0731537A,Bebearia,mardania,f,Nov,17,2005,3,1,7
422252,0732531B,Bebearia,mardania,f,Jul,15,2005,3,2,7
422405,0732538A,Bebearia,mardania,f,Dec,8,2005,3,2,7
422547,0734535B,Bebearia,mardania,m,Oct,7,2005,3,4,7
458749,0114546A,Bebearia,oxione,m,Apr,18,2006,1,4,1
459124,0213546A,Bebearia,oxione,m,Apr,19,2006,1,3,2
458717,0214547A,Bebearia,oxione,m,May,10,2006,1,4,2
459273,0224551B,Bebearia,oxione,m,Jun,1,2006,2,4,2
422276,0232534A,Bebearia,oxione,f,Aug,16,2005,3,2,2
422555,0243538B,Bebearia,oxione,m,Oct,13,2005,4,3,2
458739,0243547B,Bebearia,oxione,f,May,11,2006,4,3,2
422479,0414537A,Bebearia,oxione,f,Sep,21,2005,1,4,4
422558,0512536B,Bebearia,oxione,m,Nov,11,2005,1,2,5
459164,0531546A,Bebearia,oxione,m,May,18,2006,3,1,5
422165,0234535A,Bebearia,paludicola,m,Aug,31,2005,3,4,2
422213,0244537A,Bebearia,paludicola,m,Sep,28,2005,4,4,2
422369,0313535B,Bebearia,paludicola,m,Nov,2,2005,1,3,3
422173,0323535A,Bebearia,paludicola,m,Nov,1,2005,2,3,3
422177,0511532A,Bebearia,paludicola,m,Aug,30,2005,1,1,5
440990,0524542A,Bebearia,paludicola,f,Feb,23,2006,2,4,5
422171,0533535B,Bebearia,paludicola,m,Oct,21,2005,3,3,5
422223,0731536B,Bebearia,paludicola,m,Oct,28,2005,3,1,7
458892,0111546A,Bebearia,sophus,m,Apr,18,2006,1,1,1
459047,0111547A,Bebearia,sophus,f,May,9,2006,1,1,1
459171,0114546A,Bebearia,sophus,m,Apr,18,2006,1,4,1
423049,0115521A,Bebearia,sophus,f,Feb,16,2005,1,5,1
422153,0122535B,Bebearia,sophus,m,Oct,5,2005,2,2,1
459223,0122545A,Bebearia,sophus,m,Mar,28,2006,2,2,1
459247,0122545A,Bebearia,sophus,f,Mar,28,2006,2,2,1
423038,0123536B,Bebearia,sophus,m,Oct,26,2005,2,3,1
459276,0123547A,Bebearia,sophus,f,May,9,2006,2,3,1
458956,0124546A,Bebearia,sophus,f,Apr,18,2006,2,4,1
423277,0125521A,Bebearia,sophus,f,Feb,16,2005,2,5,1
459402,0131546A,Bebearia,sophus,f,Apr,18,2006,3,1,1
423073,0132536A,Bebearia,sophus,m,Oct,25,2005,3,2,1
458912,0132545B,Bebearia,sophus,m,Mar,29,2006,3,2,1
422162,0134533B,Bebearia,sophus,f,Sep,7,2005,3,4,1
423385,0141535B,Bebearia,sophus,f,Oct,5,2005,4,1,1
423154,0141536B,Bebearia,sophus,m,Oct,26,2005,4,1,1
459272,0141547B,Bebearia,sophus,f,May,10,2006,4,1,1
